0|2
0|4
0|13
0|17
0|19
0|31
0|33
0|35
0|40
0|44
0|54
0|60
0|80
0|90
0|95
0|103
0|105
0|107
0|109
0|124
0|125
0|128
0|148
0|153
0|154
0|158
0|161
0|177
0|178
0|180
0|185
0|188
0|211
0|216
0|230
0|240
0|244
0|251
0|256
0|267
0|270
0|276
0|278
0|280
0|287
0|293
0|296
0|307
0|316
0|322
0|323
0|326
0|330
0|332
0|339
0|348
0|349
0|350
0|356
0|366
0|367
0|391
0|405
0|416
0|422
0|432
0|433
0|440
0|444
0|445
0|450
0|451
0|452
0|458
0|460
0|461
0|478
0|481
0|485
0|486
0|490
0|493
0|521
0|523
0|526
0|537
0|538
0|550
0|552
0|557
0|560
0|564
0|571
0|580
0|581
0|599
0|604
0|612
0|615
0|627
0|632
0|635
0|639
0|653
0|654
0|660
0|661
0|677
0|688
0|700
0|719
0|724
0|725
0|731
0|737
0|745
0|753
0|760
0|762
0|769
0|775
0|782
0|794
0|796
0|811
0|816
0|825
0|827
0|829
0|835
0|837
0|838
0|866
0|867
0|868
0|871
0|872
0|873
0|874
0|875
0|879
0|884
0|889
0|895
0|902
0|903
0|906
0|909
0|911
0|917
0|922
0|924
0|926
0|933
0|940
0|945
0|948
0|949
0|951
0|952
0|953
0|959
0|960
0|965
0|966
0|968
0|972
0|979
0|984
0|988
0|989
0|997
0|998
0|1002
0|1007
0|1009
0|1013
0|1016
0|1023
0|1032
0|1037
0|1041
0|1046
0|1049
0|1054
0|1056
0|1057
0|1061
0|1062
0|1066
0|1071
0|1074
0|1080
0|1082
0|1083
0|1084
0|1093
0|1096
0|1108
0|1118
0|1121
0|1122
0|1123
0|1126
0|1131
0|1135
0|1143
0|1145
0|1157
0|1163
0|1166
0|1170
0|1171
0|1176
0|1178
0|1179
0|1182
0|1188
0|1190
0|1192
0|1198
0|1199
0|1200
0|1207
0|1213
0|1214
0|1218
0|1220
0|1224
0|1225
0|1227
0|1241
0|1250
0|1252
0|1258
0|1263
0|1268
0|1274
0|1275
0|1280
0|1282
0|1284
0|1289
0|1296
0|1300
0|1305
0|1307
0|1308
0|1310
0|1316
0|1317
0|1322
0|1327
0|1330
0|1331
0|1334
0|1337
0|1349
0|1353
0|1357
0|1363
0|1366
0|1372
0|1374
0|1380
0|1388
0|1392
0|1404
0|1405
0|1410
0|1415
0|1425
0|1431
0|1437
0|1458
0|1463
0|1465
0|1468
0|1469
0|1478
0|1490
0|1497
0|1499
0|1505
0|1509
0|1526
0|1531
0|1533
0|1534
0|1540
0|1541
0|1547
0|1552
0|1564
0|1565
0|1573
0|1577
0|1585
0|1586
0|1591
0|1607
0|1618
0|1619
0|1623
0|1625
0|1630
0|1637
0|1642
0|1643
0|1648
0|1665
0|1667
0|1673
0|1707
0|1734
0|1736
0|1739
0|1740
0|1745
0|1748
0|1750
0|1768
0|1772
0|1782
0|1786
0|1788
0|1789
0|1796
0|1798
0|1810
0|1811
0|1814
0|1815
0|1818
0|1826
0|1846
0|1853
0|1856
0|1857
0|1860
0|1861
0|1862
0|1867
0|1868
0|1869
0|1870
0|1872
0|1874
0|1878
0|1884
0|1885
0|1887
0|1890
0|1891
0|1896
0|1900
0|1901
0|1908
0|1910
0|1915
0|1916
0|1919
0|1921
0|1925
0|1928
0|1935
0|1948
0|1955
0|1960
0|1965
0|1967
0|1970
0|1972
0|1977
0|1978
0|1979
0|1981
0|1982
0|1985
0|1986
0|1989
0|2001
0|2003
0|2004
0|2007
0|2013
0|2019
0|2024
0|2025
0|2026
0|2028
0|2032
0|2037
0|2039
0|2042
0|2047
0|2048
0|2052
0|2053
0|2055
0|2060
0|2061
0|2067
0|2069
0|2071
0|2079
0|2082
0|2088
0|2092
0|2095
0|2104
0|2108
0|2110
0|2111
0|2117
0|2120
0|2121
0|2126
0|2130
0|2132
0|2135
0|2140
0|2151
0|2166
0|2168
0|2169
0|2173
0|2174
0|2176
0|2178
0|2185
0|2187
0|2189
0|2193
0|2195
0|2199
0|2201
0|2203
0|2204
0|2206
0|2210
0|2211
0|2217
0|2221
0|2227
0|2229
0|2231
0|2234
0|2235
0|2236
0|2240
0|2241
0|2243
0|2244
0|2245
0|2247
0|2262
0|2265
0|2271
0|2275
0|2276
0|2278
0|2279
0|2280
0|2281
0|2282
0|2287
0|2288
0|2291
0|2292
0|2294
0|2295
0|2297
0|2300
0|2302
0|2303
0|2304
0|2305
0|2310
0|2312
0|2315
0|2318
0|2328
0|2330
0|2331
0|2332
0|2333
0|2335
0|2338
0|2341
0|2348
0|2352
0|2359
0|2360
0|2361
0|2363
0|2365
0|2370
0|2373
0|2382
0|2388
0|2391
0|2393
0|2402
0|2405
0|2410
0|2412
0|2416
0|2417
0|2420
0|2426
0|2428
0|2439
0|2440
0|2449
0|2450
0|2451
0|2452
0|2459
0|2465
0|2467
0|2468
0|2471
0|2476
0|2477
0|2478
0|2483
0|2484
0|2487
0|2493
0|2496
0|2498
0|2499
0|2500
0|2502
0|2513
0|2514
0|2515
0|2526
0|2528
0|2536
0|2538
0|2544
0|2545
0|2549
0|2550
0|2555
0|2558
0|2563
0|2569
0|2573
0|2574
0|2578
0|2585
0|2592
0|2593
0|2596
0|2602
0|2606
0|2610
0|2623
0|2626
0|2632
0|2634
0|2643
0|2646
0|2650
0|2651
0|2656
0|2660
0|2661
0|2666
0|2669
0|2676
0|2685
0|2687
0|2693
0|2701
0|2702
0|2704
0|2707
0|2721
0|2726
0|2729
0|2732
0|2733
0|2736
0|2740
0|2746
0|2754
0|2758
0|2760
0|2762
0|2765
0|2766
0|2778
0|2783
