0|1|Toy Story (1995)|4.02112676056338
0|2|Jumanji (1995)|3.3877551020408165
0|3|Grumpier Old Men (1995)|2.945945945945946
0|4|Waiting to Exhale (1995)|3.0
0|5|Father of the Bride Part II (1995)|2.806451612903226
0|6|Heat (1995)|3.675
0|7|Sabrina (1995)|3.283333333333333
0|8|Tom and Huck (1995)|2.555555555555556
0|9|Sudden Death (1995)|3.4
0|10|GoldenEye (1995)|3.691176470588236
0|11|American President, The (1995)|3.811594202898551
0|12|Dracula: Dead and Loving It (1995)|2.555555555555556
0|13|Balto (1995)|3.076923076923077
0|14|Nixon (1995)|3.583333333333333
0|15|Cutthroat Island (1995)|2.7333333333333334
0|16|Casino (1995)|3.725
0|17|Sense and Sensibility (1995)|3.953846153846154
0|18|Four Rooms (1995)|2.4444444444444446
0|19|Ace Ventura: When Nature Calls (1995)|2.327272727272727
0|20|Money Train (1995)|2.4705882352941178
0|21|Get Shorty (1995)|3.733009708737864
0|22|Copycat (1995)|3.425
0|23|Assassins (1995)|2.9
0|24|Powder (1995)|3.2
0|25|Leaving Las Vegas (1995)|3.63768115942029
0|26|Othello (1995)|3.125
0|27|Now and Then (1995)|3.836618688295715
0|28|Persuasion (1995)|3.952380952380953
0|29|City of Lost Children, The (1995)|3.7
0|30|Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|3.5
0|31|Dangerous Minds (1995)|3.0
0|32|Twelve Monkeys (1995)|3.753554502369669
0|33|Wings of Courage (1995)|2.0
0|34|Babe (1995)|3.831034482758621
0|35|Carrington (1995)|3.636363636363636
0|36|Dead Man Walking (1995)|3.942028985507247
0|37|Across the Sea of Time (1995)|3.895189003436426
0|38|It Takes Two (1995)|1.6666666666666667
0|39|Clueless (1995)|3.5496688741721854
0|40|Cry, the Beloved Country (1995)|3.6
0|41|Richard III (1995)|4.075471698113208
0|42|Dead Presidents (1995)|2.9130434782608696
0|43|Restoration (1995)|3.5
0|44|Mortal Kombat (1995)|2.6666666666666665
0|45|To Die For (1995)|3.347826086956522
0|46|How to Make an American Quilt (1995)|3.230769230769231
0|47|Seven (Se7en) (1995)|3.865384615384616
0|48|Pocahontas (1995)|3.282051282051282
0|49|When Night Is Falling (1995)|3.8333333333333335
0|50|Usual Suspects, The (1995)|4.302752293577981
0|51|Guardian Angel (1994)|3.708646831913837
0|52|Mighty Aphrodite (1995)|3.6875
0|53|Lamerica (1994)|4.5
0|54|Big Green, The (1995)|2.0
0|55|Georgia (1995)|3.8333333333333335
0|56|Kids of the Round Table (1995)|3.0
0|57|Home for the Holidays (1995)|3.090909090909091
0|58|Postino, Il (The Postman) (1994)|4.166666666666667
0|59|Confessional, The (Le Confessionnal) (1995)|2.0
0|60|Indian in the Cupboard, The (1995)|3.2151898734177213
0|61|Eye for an Eye (1996)|3.0
0|62|Mr. Holland's Opus (1995)|3.8846153846153846
0|63|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)|3.0
0|64|Two if by Sea (1996)|2.4285714285714284
0|65|Bio-Dome (1996)|2.1
0|66|Lawnmower Man 2: Beyond Cyberspace (1996)|1.5
0|67|Two Bits (1995)|3.0
0|68|French Twist (Gazon maudit) (1995)|3.230769230769231
0|69|Friday (1995)|3.176470588235294
0|70|From Dusk Till Dawn (1996)|3.1333333333333333
0|71|Fair Game (1995)|2.125
0|72|Kicking and Screaming (1995)|3.8
0|73|Misérables, Les (1995)|3.951219512195122
0|74|Bed of Roses (1996)|3.0
0|75|Big Bully (1996)|2.0
0|76|Screamers (1995)|2.921052631578948
0|77|Nico Icon (1995)|3.6666666666666665
0|78|Crossing Guard, The (1995)|3.555555555555556
